Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month,salary_imputed_flag,flights_2017,distance_2017,points_earned_2017,points_redeemed_2017,dollar_redeemed_2017,active_months_2017,flights_2018,Silent_Churn_Flag,Formally_Cancelled,education_rank,card_rank,is_married,Cluster,Churn_Risk_Score,Strategic_Segment
658175,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,88012.0,Divorced,Nova,6272.42,Standard,2017,7,,,0,6,7141,7141.0,471,85,3,23,0,0,3,2,0,1,0.04316546767950058,At-Risk Infrequent Flyers
568814,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,47153.0,Married,Nova,6273.17,Standard,2016,8,,,0,20,25176,25176.0,1080,195,8,12,0,0,3,2,1,2,0.0,Married Loyalists
692275,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Master,97497.0,Divorced,Nova,6273.91,Standard,2017,8,,,0,2,3186,3186.0,0,0,2,21,0,0,4,2,0,1,0.0746268630027771,At-Risk Infrequent Flyers
380255,Canada,Ontario,Ottawa,K1F 2R2,Female,High School or Below,46714.0,Single,Nova,6274.45,Standard,2016,8,,,0,21,33923,33923.0,0,0,8,19,0,0,1,2,0,3,0.010416666977107525,Single Frequent Flyers
463490,Canada,Ontario,Toronto,P1J 8T7,Male,College,73510.0,Married,Nova,6282.32,Standard,2014,4,,,1,18,28549,28549.0,575,104,7,23,0,0,2,2,1,2,0.019607843831181526,Married Loyalists
827334,Canada,Ontario,Toronto,M8Y 4K8,Male,College,73510.0,Single,Nova,6285.31,Standard,2017,2,,,1,11,19639,19639.0,369,66,5,25,0,0,2,2,0,1,0.1190476194024086,At-Risk Infrequent Flyers
506170,Canada,Ontario,Toronto,M8Y 4K8,Female,College,73510.0,Single,Nova,6291.59,Standard,2013,1,,,1,11,21811,21811.0,583,105,6,23,0,0,2,2,0,3,0.06849315017461777,Single Frequent Flyers
874842,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,51354.0,Married,Nova,6292.74,Standard,2017,9,,,0,3,5688,5688.0,0,0,1,26,0,0,3,2,1,1,0.16410256922245026,At-Risk Infrequent Flyers
519276,Canada,British Columbia,Vancouver,V6E 3Z3,Female,High School or Below,80501.0,Single,Nova,6300.44,Standard,2016,7,,,0,15,19236,19236.0,395,71,7,18,0,0,1,2,0,3,0.015625,Single Frequent Flyers
560713,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,73510.0,Single,Nova,6305.93,Standard,2013,12,,,1,17,28001,28001.0,377,68,6,32,0,0,2,2,0,3,0.04316546767950058,Single Frequent Flyers
723672,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,73510.0,Single,Nova,6305.93,Standard,2015,11,,,1,26,33625,33625.0,0,0,9,11,0,0,2,2,0,3,0.0,Single Frequent Flyers
438299,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,47542.0,Married,Nova,6308.92,Standard,2017,4,,,0,7,8807,8807.0,0,0,3,16,0,0,3,2,1,1,0.16410256922245026,At-Risk Infrequent Flyers
231090,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,90359.0,Married,Nova,6310.4,Standard,2014,11,,,0,19,36735,36735.0,971,175,10,17,0,0,3,2,1,2,0.0,Married Loyalists
236874,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,71720.0,Married,Nova,6314.58,Standard,2013,5,2018.0,9.0,0,24,35226,35226.0,1025,185,7,14,0,1,3,2,1,2,0.019607843831181526,Married Loyalists
504311,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,71720.0,Married,Nova,6314.58,Standard,2012,10,,,0,20,33268,33268.0,0,0,9,22,0,0,3,2,1,2,0.010416666977107525,Married Loyalists
289693,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,College,73510.0,Married,Nova,6314.6,Standard,2018,7,,,1,2,3348,3348.0,0,0,1,0,1,0,2,2,1,1,0.16410256922245026,At-Risk Infrequent Flyers
775185,Canada,Ontario,Toronto,M2Z 4K1,Male,College,73510.0,Married,Nova,6314.6,Standard,2015,4,,,1,18,27920,27920.0,511,92,8,25,0,0,2,2,1,2,0.015625,Married Loyalists
206366,Canada,Ontario,Ottawa,K1F 2R2,Male,High School or Below,46991.0,Divorced,Nova,6317.37,Standard,2015,10,,,0,20,25339,25339.0,817,147,6,29,0,0,1,2,0,3,0.015625,Single Frequent Flyers
576354,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,73510.0,Married,Nova,6331.34,Standard,2012,5,,,1,16,24637,24637.0,427,77,8,24,0,0,2,2,1,2,0.015625,Married Loyalists
827819,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,84400.0,Divorced,Nova,6333.03,Standard,2015,3,,,0,20,31848,31848.0,379,68,9,15,0,0,3,2,0,3,0.015625,Single Frequent Flyers
447943,Canada,Yukon,Whitehorse,Y2K 6R0,Female,Bachelor,95340.0,Single,Nova,6342.47,Standard,2017,4,,,0,7,9663,9663.0,0,0,4,20,0,0,3,2,0,1,0.0746268630027771,At-Risk Infrequent Flyers
508923,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,62051.0,Married,Nova,6360.65,Standard,2012,10,,,0,18,29534,29534.0,748,135,7,6,0,0,3,2,1,2,0.015625,Married Loyalists
565351,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,64373.0,Married,Nova,6366.23,Standard,2013,9,,,0,19,32841,32841.0,485,87,8,19,0,0,3,2,1,2,0.015625,Married Loyalists
312226,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,57150.0,Single,Nova,6369.26,Standard,2017,10,,,0,3,7332,7332.0,0,0,1,18,0,0,3,2,0,1,0.16410256922245026,At-Risk Infrequent Flyers
624980,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,57150.0,Single,Nova,6369.26,Standard,2015,11,,,0,13,21422,21422.0,487,88,5,28,0,0,3,2,0,3,0.1190476194024086,Single Frequent Flyers
785738,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,57150.0,Single,Nova,6369.26,Standard,2016,4,,,0,19,20071,20071.0,0,0,6,20,0,0,3,2,0,3,0.06849315017461777,Single Frequent Flyers
898438,Canada,Ontario,Ottawa,K1G 4Z0,Female,Bachelor,49320.0,Married,Nova,6371.32,Standard,2013,3,,,0,13,19241,19241.0,0,0,6,26,0,0,3,2,1,1,0.019607843831181526,At-Risk Infrequent Flyers
929282,Canada,Ontario,Trenton,K8V 4B2,Male,College,73510.0,Single,Nova,6383.61,Standard,2017,6,,,1,13,16513,16513.0,0,0,4,18,0,0,2,2,0,1,0.1190476194024086,At-Risk Infrequent Flyers
424688,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,49286.0,Single,Nova,6386.28,Standard,2016,3,,,0,9,14131,14131.0,390,70,4,17,0,0,3,2,0,1,0.16410256922245026,At-Risk Infrequent Flyers
965688,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,49286.0,Single,Nova,6386.28,Standard,2015,9,,,0,18,26944,26944.0,0,0,5,14,0,0,3,2,0,3,0.0746268630027771,Single Frequent Flyers
140823,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,51251.0,Divorced,Nova,6388.21,Standard,2016,8,,,0,22,27551,27551.0,0,0,7,23,0,0,3,2,0,3,0.019607843831181526,Single Frequent Flyers
795486,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,College,73510.0,Single,Nova,6393.87,Standard,2015,8,,,1,24,37386,37386.0,0,0,9,13,0,0,2,2,0,3,0.0,Single Frequent Flyers
920145,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,52465.0,Married,Nova,6403.58,Standard,2017,5,,,0,10,21845,21845.0,959,173,4,13,0,0,3,2,1,1,0.1190476194024086,At-Risk Infrequent Flyers
839579,Canada,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,66742.0,Divorced,Nova,6411.68,Standard,2017,10,,,0,2,3942,3942.0,0,0,1,13,0,0,3,2,0,1,0.16410256922245026,At-Risk Infrequent Flyers
280879,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,66041.0,Divorced,Nova,6418.25,Standard,2017,5,,,0,8,9571,9571.0,630,113,4,10,0,0,3,2,0,1,0.13725490868091583,At-Risk Infrequent Flyers
304117,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,College,73510.0,Single,Nova,6418.85,Standard,2015,2,,,1,11,19016,19016.0,526,95,5,10,0,0,2,2,0,1,0.0746268630027771,At-Risk Infrequent Flyers
520202,Canada,Quebec,Quebec City,G1B 3L5,Male,High School or Below,62836.0,Married,Nova,6431.74,Standard,2017,11,,,0,3,6135,6135.0,0,0,1,15,0,0,1,2,1,1,0.13725490868091583,At-Risk Infrequent Flyers
972121,Canada,Quebec,Montreal,H2Y 2W2,Female,High School or Below,59842.0,Married,Nova,6439.0,Standard,2016,2,,,0,28,51212,51212.0,490,88,10,19,0,0,1,2,1,2,0.0,Married Loyalists
907636,Canada,British Columbia,Victoria,V10 6T5,Male,College,73510.0,Single,Nova,6439.33,Standard,2012,7,,,1,16,29310,29310.0,431,78,6,24,0,0,2,2,0,3,0.019607843831181526,Single Frequent Flyers
378920,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,63722.0,Married,Nova,6446.92,Standard,2014,11,2018.0,10.0,0,23,30820,30820.0,1555,280,10,28,0,1,3,2,1,2,0.0,Married Loyalists
635616,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,54486.0,Married,Nova,6451.26,Standard,2013,8,,,0,25,51095,51095.0,0,0,8,25,0,0,3,2,1,2,0.0,Married Loyalists
559879,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,59382.0,Married,Nova,6457.56,Standard,2013,7,,,0,9,13665,13665.0,0,0,4,13,0,0,3,2,1,1,0.16410256922245026,At-Risk Infrequent Flyers
555831,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,48909.0,Married,Nova,6459.64,Standard,2017,6,2018.0,2.0,0,7,7550,7550.0,603,109,3,0,1,1,3,2,1,1,0.16410256922245026,At-Risk Infrequent Flyers
923201,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,48909.0,Married,Nova,6459.64,Standard,2015,7,,,0,13,19888,19888.0,0,0,3,21,0,0,3,2,1,1,0.019607843831181526,At-Risk Infrequent Flyers
661708,Canada,Nova Scotia,Halifax,B3J 9S2,Female,College,73510.0,Single,Nova,6462.22,Standard,2017,11,,,1,3,5178,5178.0,668,120,1,20,0,0,2,2,0,1,0.16410256922245026,At-Risk Infrequent Flyers
134397,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,67497.0,Married,Nova,6470.54,Standard,2014,12,,,0,12,18050,18050.0,607,109,5,17,0,0,3,2,1,1,0.0746268630027771,At-Risk Infrequent Flyers
326988,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,95723.0,Single,Nova,6486.11,Standard,2017,4,,,0,10,17150,17150.0,390,70,4,25,0,0,3,2,0,1,0.16410256922245026,At-Risk Infrequent Flyers
788354,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,101441.0,Divorced,Nova,6488.9,Standard,2014,6,,,0,19,20019,20019.0,0,0,8,27,0,0,3,2,0,3,0.015625,Single Frequent Flyers
324125,Canada,Ontario,Toronto,M2Z 4K1,Male,High School or Below,50200.0,Married,Nova,6494.24,Standard,2018,7,,,0,20,33875,33875.0,765,138,6,17,0,0,1,2,1,2,0.015625,Married Loyalists
489221,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,High School or Below,50200.0,Married,Nova,6494.24,Standard,2012,12,,,0,18,29114,29114.0,0,0,7,16,0,0,1,2,1,2,0.019607843831181526,Married Loyalists
891696,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,97241.0,Married,Nova,6496.2,Standard,2015,7,,,0,22,33947,33947.0,780,140,7,29,0,0,3,2,1,2,0.015625,Married Loyalists
475123,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,College,73510.0,Single,Nova,6500.41,Standard,2013,5,,,1,25,41529,41529.0,655,118,9,31,0,0,2,2,0,3,0.015625,Single Frequent Flyers
781052,Canada,British Columbia,Vancouver,V1E 4R6,Female,College,73510.0,Single,Nova,6503.14,Standard,2014,12,,,1,23,41452,41452.0,1186,213,8,18,0,0,2,2,0,3,0.015625,Single Frequent Flyers
273478,Canada,British Columbia,Vancouver,V5R 1W3,Male,Doctor,199894.0,Married,Nova,6503.4,Standard,2016,8,,,0,18,20008,20008.0,2679,481,7,25,0,0,5,2,1,0,0.015625,Elite Professionals (Low-Frequency)
666702,Canada,Ontario,Toronto,M2Z 4K1,Female,Doctor,199894.0,Married,Nova,6503.4,Standard,2017,4,2017.0,12.0,0,13,26342,26342.0,394,71,4,0,1,1,5,2,1,0,0.0746268630027771,Elite Professionals (Low-Frequency)
834523,Canada,British Columbia,Vancouver,V1E 4R6,Male,Doctor,199894.0,Married,Nova,6503.4,Standard,2012,6,,,0,19,28467,28467.0,0,0,5,19,0,0,5,2,1,0,0.04316546767950058,Elite Professionals (Low-Frequency)
951624,Canada,Ontario,Toronto,P1J 8T7,Male,Doctor,199894.0,Married,Nova,6503.4,Standard,2015,3,,,0,26,35730,35730.0,728,131,9,22,0,0,5,2,1,0,0.0,Elite Professionals (Low-Frequency)
709479,Canada,Ontario,Toronto,P1W 1K4,Male,College,73510.0,Single,Nova,6507.75,Standard,2014,8,2017.0,9.0,1,21,31217,31217.0,815,147,6,0,1,1,2,2,0,3,0.06849315017461777,Single Frequent Flyers
943553,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,73510.0,Single,Nova,6507.75,Standard,2014,11,,,1,27,39023,39023.0,507,91,10,17,0,0,2,2,0,3,0.015625,Single Frequent Flyers
106839,Canada,Ontario,London,M5B 3E4,Male,Bachelor,63081.0,Married,Nova,6511.47,Standard,2014,7,,,0,16,23609,23609.0,662,119,7,29,0,0,3,2,1,2,0.015625,Married Loyalists
326418,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,68521.0,Married,Nova,6513.61,Standard,2014,7,,,0,9,17361,17361.0,1183,213,5,26,0,0,3,2,1,1,0.13725490868091583,At-Risk Infrequent Flyers
723820,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,88350.0,Divorced,Nova,6514.43,Standard,2017,9,,,0,7,11003,11003.0,0,0,2,21,0,0,3,2,0,1,0.0746268630027771,At-Risk Infrequent Flyers
446302,Canada,British Columbia,Vancouver,V1E 4R6,Female,College,73510.0,Married,Nova,6514.95,Standard,2015,3,,,1,13,18578,18578.0,569,102,5,23,0,0,2,2,1,1,0.0746268630027771,At-Risk Infrequent Flyers
275209,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,66488.0,Married,Nova,6515.03,Standard,2014,11,,,0,15,17820,17820.0,945,171,4,16,0,0,3,2,1,1,0.0746268630027771,At-Risk Infrequent Flyers
129976,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,60295.0,Married,Nova,6519.29,Standard,2016,6,,,0,17,30835,30835.0,1811,327,7,18,0,0,3,2,1,2,0.015625,Married Loyalists
197096,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,60295.0,Married,Nova,6519.29,Standard,2013,7,,,0,13,25473,25473.0,1152,208,6,20,0,0,3,2,1,2,0.019607843831181526,Married Loyalists
160707,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,100487.0,Married,Nova,6520.82,Standard,2013,10,,,0,17,30808,30808.0,1158,209,6,24,0,0,3,2,1,2,0.019607843831181526,Married Loyalists
974209,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,85038.0,Married,Nova,6521.37,Standard,2012,5,,,0,22,41410,41410.0,1175,211,8,8,0,0,3,2,1,2,0.015625,Married Loyalists
244611,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,64381.0,Married,Nova,6529.91,Standard,2016,9,,,0,17,27940,27940.0,532,96,7,26,0,0,3,2,1,2,0.019607843831181526,Married Loyalists
931244,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,50141.0,Married,Nova,6532.01,Standard,2012,6,,,0,16,22209,22209.0,486,87,6,25,0,0,3,2,1,2,0.019607843831181526,Married Loyalists
778590,Canada,Alberta,Edmonton,T9G 1W3,Female,College,73510.0,Single,Nova,6535.56,Standard,2013,1,,,1,9,16881,16881.0,585,105,6,24,0,0,2,2,0,1,0.06849315017461777,At-Risk Infrequent Flyers
669810,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Doctor,188179.0,Divorced,Nova,6540.2,Standard,2012,10,,,0,26,36162,36162.0,840,152,8,28,0,0,5,2,0,0,0.015625,Elite Professionals (Low-Frequency)
400265,Canada,Quebec,Quebec City,G1B 3L5,Female,College,73510.0,Single,Nova,6553.94,Standard,2016,12,,,1,14,21261,21261.0,0,0,7,17,0,0,2,2,0,3,0.019607843831181526,Single Frequent Flyers
575070,Canada,Ontario,Toronto,M1R 4K3,Male,Doctor,239677.0,Single,Nova,6554.22,Standard,2015,6,,,0,17,22611,22611.0,1096,198,7,19,0,0,5,2,0,0,0.015625,Elite Professionals (Low-Frequency)
734838,Canada,Quebec,Montreal,H4G 3T4,Male,Doctor,197007.0,Married,Nova,6555.36,Standard,2014,11,2018.0,2.0,0,23,43018,43018.0,459,83,8,2,0,1,5,2,1,0,0.015625,Elite Professionals (Low-Frequency)
371159,Canada,Ontario,Trenton,K8V 4B2,Female,College,73510.0,Single,Nova,6559.35,Standard,2014,12,,,1,24,41567,41567.0,0,0,9,17,0,0,2,2,0,3,0.015625,Single Frequent Flyers
876254,Canada,Ontario,Kingston,M9K 2P4,Male,College,73510.0,Single,Nova,6560.82,Standard,2017,3,,,1,20,28322,28322.0,967,174,7,17,0,0,2,2,0,3,0.019607843831181526,Single Frequent Flyers
252563,Canada,Ontario,Trenton,K8V 4B2,Male,Doctor,247960.0,Married,Nova,6568.76,Standard,2016,7,2017.0,3.0,0,9,18282,18282.0,394,71,3,0,1,1,5,2,1,0,0.16410256922245026,Elite Professionals (Low-Frequency)
233738,Canada,British Columbia,Victoria,V10 6T5,Male,College,73510.0,Single,Nova,6582.45,Standard,2013,10,,,1,18,28838,28838.0,1170,211,7,21,0,0,2,2,0,3,0.015625,Single Frequent Flyers
420008,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,73510.0,Single,Nova,6583.21,Standard,2013,5,,,1,21,29124,29124.0,339,61,10,22,0,0,2,2,0,3,0.015625,Single Frequent Flyers
132935,Canada,Ontario,Ottawa,K1F 2R2,Female,College,73510.0,Single,Nova,6595.1,Standard,2013,3,,,1,25,35948,35948.0,748,135,8,21,0,0,2,2,0,3,0.010416666977107525,Single Frequent Flyers
501602,Canada,Ontario,Sudbury,M5V 1G5,Male,College,73510.0,Single,Nova,6600.48,Standard,2015,11,,,1,18,24459,24459.0,398,72,6,25,0,0,2,2,0,3,0.0746268630027771,Single Frequent Flyers
438869,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,49187.0,Married,Nova,6610.05,Standard,2012,12,,,0,28,40583,40583.0,524,94,7,14,0,0,3,2,1,2,0.019607843831181526,Married Loyalists
493350,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,49187.0,Married,Nova,6610.05,Standard,2017,4,,,0,13,22849,22849.0,1308,235,5,24,0,0,3,2,1,1,0.04316546767950058,At-Risk Infrequent Flyers
800878,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,52975.0,Single,Nova,6612.62,Standard,2017,1,,,0,32,52406,52406.0,0,0,10,17,0,0,3,2,0,3,0.0,Single Frequent Flyers
749112,Canada,Alberta,Banff,T4V 1D4,Female,College,73510.0,Single,Nova,6613.97,Standard,2018,6,,,1,24,31378,31378.0,1997,360,9,21,0,0,2,2,0,3,0.015625,Single Frequent Flyers
966372,Canada,Newfoundland,St. John's,A1C 6H9,Male,College,73510.0,Single,Nova,6617.14,Standard,2013,12,,,1,21,38211,38211.0,0,0,8,28,0,0,2,2,0,3,0.015625,Single Frequent Flyers
885723,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,50255.0,Single,Nova,6620.44,Standard,2013,12,,,0,24,31529,31529.0,394,71,8,17,0,0,3,2,0,3,0.015625,Single Frequent Flyers
372237,Canada,Ontario,Toronto,M2M 7K8,Female,College,73510.0,Married,Nova,6624.61,Standard,2013,8,,,1,25,42429,42429.0,0,0,7,24,0,0,2,2,1,2,0.019607843831181526,Married Loyalists
116207,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,62245.0,Married,Nova,6625.29,Standard,2017,1,2017.0,9.0,0,14,25324,25324.0,0,0,5,0,1,1,3,2,1,2,0.0746268630027771,Married Loyalists
152014,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,62245.0,Married,Nova,6625.29,Standard,2016,4,,,0,31,52088,52088.0,454,82,10,18,0,0,3,2,1,2,0.0,Married Loyalists
874184,Canada,Ontario,Toronto,M8Y 4K8,Male,College,73510.0,Divorced,Nova,6630.84,Standard,2014,2,,,1,31,51103,51103.0,1254,226,11,18,0,0,2,2,0,3,0.010416666977107525,Single Frequent Flyers
269297,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,47702.0,Married,Nova,6638.12,Standard,2014,4,,,0,21,36016,36016.0,716,129,9,13,0,0,3,2,1,2,0.015625,Married Loyalists
414757,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,47379.0,Married,Nova,6645.93,Standard,2014,7,,,0,15,18898,18898.0,551,99,5,13,0,0,3,2,1,1,0.06849315017461777,At-Risk Infrequent Flyers
300945,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,102020.0,Married,Nova,6646.75,Standard,2018,7,,,0,17,30507,30507.0,416,75,7,22,0,0,3,2,1,2,0.019607843831181526,Married Loyalists
325382,Canada,Quebec,Hull,J8Y 3Z5,Female,College,73510.0,Single,Nova,6656.71,Standard,2014,5,,,1,22,41292,41292.0,462,83,8,25,0,0,2,2,0,3,0.019607843831181526,Single Frequent Flyers
901690,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,72638.0,Married,Nova,6661.18,Standard,2013,7,,,0,14,17947,17947.0,578,104,7,29,0,0,3,2,1,1,0.015625,At-Risk Infrequent Flyers
207220,Canada,Newfoundland,St. John's,A1C 6H9,Male,College,73510.0,Married,Nova,6661.74,Standard,2016,10,,,1,21,33509,33509.0,581,105,8,21,0,0,2,2,1,2,0.015625,Married Loyalists
490932,Canada,Ontario,Ottawa,K1G 4Z0,Female,College,73510.0,Married,Nova,6669.18,Standard,2015,9,,,1,24,40413,40413.0,401,72,7,25,0,0,2,2,1,2,0.019607843831181526,Married Loyalists
159351,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,73273.0,Married,Nova,6670.85,Standard,2013,8,,,0,16,25251,25251.0,0,0,7,19,0,0,3,2,1,2,0.0746268630027771,Married Loyalists
714757,Canada,Ontario,Ottawa,K1F 2R2,Male,College,73510.0,Single,Nova,6671.77,Standard,2016,6,,,1,24,39725,39725.0,633,114,9,18,0,0,2,2,0,3,0.015625,Single Frequent Flyers
755406,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,99706.0,Married,Nova,6674.46,Standard,2014,11,,,0,14,21076,21076.0,472,85,4,15,0,0,3,2,1,1,0.1190476194024086,At-Risk Infrequent Flyers
245440,Canada,Ontario,Thunder Bay,K8T 5M5,Female,College,73510.0,Single,Nova,6679.14,Standard,2013,7,2017.0,4.0,1,3,3930,3930.0,0,0,1,0,1,1,2,2,0,1,0.16410256922245026,At-Risk Infrequent Flyers
853266,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,49785.0,Married,Nova,6680.15,Standard,2018,6,,,0,14,31676,31676.0,824,148,5,0,1,0,3,2,1,2,0.16410256922245026,Married Loyalists
125919,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,73602.0,Married,Nova,6689.02,Standard,2016,11,,,0,15,21485,21485.0,0,0,7,16,0,0,3,2,1,1,0.019607843831181526,At-Risk Infrequent Flyers
360256,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,73602.0,Married,Nova,6689.02,Standard,2017,7,,,0,8,13091,13091.0,0,0,4,25,0,0,3,2,1,1,0.16410256922245026,At-Risk Infrequent Flyers
468192,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,73602.0,Married,Nova,6689.02,Standard,2016,5,,,0,16,28977,28977.0,482,87,8,20,0,0,3,2,1,2,0.015625,Married Loyalists
480502,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,73792.0,Married,Nova,6696.9,Standard,2017,10,2018.0,11.0,0,3,4510,4510.0,0,0,2,26,0,1,3,2,1,1,0.16410256922245026,At-Risk Infrequent Flyers
700430,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,73510.0,Single,Nova,6699.22,Standard,2012,10,,,1,29,40195,40195.0,400,72,9,29,0,0,2,2,0,3,0.010416666977107525,Single Frequent Flyers
828988,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,73176.0,Married,Nova,6701.57,Standard,2015,11,,,0,31,53911,53911.0,329,59,9,12,0,0,3,2,1,2,0.010416666977107525,Married Loyalists
783928,Canada,Ontario,Toronto,M2P 4F6,Male,High School or Below,56797.0,Married,Nova,6701.77,Standard,2016,1,,,0,17,25029,25029.0,0,0,8,12,0,0,1,2,1,2,0.015625,Married Loyalists
288491,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,64756.0,Married,Nova,6712.29,Standard,2014,6,,,0,17,24415,24415.0,440,79,6,14,0,0,3,2,1,2,0.04316546767950058,Married Loyalists
985211,Canada,Quebec,Montreal,H2T 2J6,Male,College,73510.0,Married,Nova,6714.07,Standard,2014,4,,,1,11,16336,16336.0,436,78,5,16,0,0,2,2,1,1,0.1190476194024086,At-Risk Infrequent Flyers
628924,Canada,Saskatchewan,Regina,S6J 3G0,Male,College,73510.0,Single,Nova,6715.34,Standard,2016,2,,,1,26,35182,35182.0,3030,545,8,19,0,0,2,2,0,3,0.04316546767950058,Single Frequent Flyers
157672,Canada,Ontario,Trenton,K8V 4B2,Male,Master,107927.0,Married,Nova,6715.59,Standard,2017,7,,,0,4,6917,6917.0,0,0,3,12,0,0,4,2,1,1,0.0746268630027771,At-Risk Infrequent Flyers
120140,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,58623.0,Married,Nova,6721.89,Standard,2015,3,,,0,23,33166,33166.0,383,69,9,16,0,0,3,2,1,2,0.015625,Married Loyalists
892632,Canada,Quebec,Tremblant,H5Y 2S9,Female,College,73510.0,Single,Nova,6739.32,Standard,2015,8,,,1,24,41003,41003.0,368,66,10,25,0,0,2,2,0,3,0.015625,Single Frequent Flyers
424917,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,College,73510.0,Single,Nova,6743.12,Standard,2015,12,,,1,27,42862,42862.0,0,0,8,13,0,0,2,2,0,3,0.015625,Single Frequent Flyers
570796,Canada,Ontario,Ottawa,K1F 2R2,Female,College,73510.0,Single,Nova,6743.13,Standard,2014,12,,,1,19,24537,24537.0,0,0,6,21,0,0,2,2,0,3,0.0746268630027771,Single Frequent Flyers
402706,Canada,Quebec,Tremblant,H5Y 2S9,Female,College,73510.0,Married,Nova,6744.19,Standard,2014,7,,,1,19,19699,19699.0,0,0,5,21,0,0,2,2,1,2,0.0746268630027771,Married Loyalists
557458,Canada,New Brunswick,Moncton,E1A 2A7,Female,College,73510.0,Married,Nova,6744.19,Standard,2016,4,,,1,20,32834,32834.0,0,0,7,24,0,0,2,2,1,2,0.04316546767950058,Married Loyalists
